observed_on_details.date,species_guess,public_positional_accuracy,quality_metrics,taxon.name,geojson.coordinates,owners_identification_from_vision,identifications_count,num_identification_disagreements,location,place_guess,latitude,longitude
2020-07-06,Harlekin-Marienkäfer,26036.0,[],Harmonia axyridis,"[-1.1110465821, 52.4563135735]",False,2,0,"[52.4563135735, -1.1110465821]","Leicestershire, England, GB",52.4563135735,-1.1110465821
2020-07-05,Asian Lady Beetle,26036.0,[],Harmonia axyridis,"[-1.0844877688, 52.5211470031]",False,2,0,"[52.5211470031, -1.0844877688]","Leicestershire, England, GB",52.5211470031,-1.0844877688
2020-07-03,Harlekin-Marienkäfer,26036.0,[],Harmonia axyridis,"[-1.0334322194, 52.5615997665]",False,1,0,"[52.5615997665, -1.0334322194]","Leicestershire, England, GB",52.5615997665,-1.0334322194
2020-06-24,Божья коровка-арлекин,26036.0,[],Harmonia axyridis,"[-1.0135766048, 52.5532726787]",False,1,0,"[52.5532726787, -1.0135766048]","Leicestershire, England, GB",52.5532726787,-1.0135766048
2022-06-12,Asian Lady Beetle,241.0,[],Harmonia axyridis,"[-0.2304487, 51.4366227]",True,1,0,"[51.4366227, -0.2304487]","Windmill Rd, Wimbledon Common, London SW19 5NR, UK",51.4366227,-0.2304487
2021-07-23,Asian Lady Beetle,4.0,[],Harmonia axyridis,"[-0.5340599699, 51.3317867075]",False,2,0,"[51.3317867075, -0.5340599699]","Woking, UK",51.3317867075,-0.5340599699
2022-06-11,Harlekin-Marienkäfer,11.0,[],Harmonia axyridis,"[-1.2475383333, 51.733155]",False,2,0,"[51.733155, -1.2475383333]","Canning Crescent, Oxford, England, GB",51.733155,-1.2475383333
2020-06-07,Asian Lady Beetle,8.0,[],Harmonia axyridis,"[-2.4077081666, 51.3746135319]",True,1,0,"[51.3746135319, -2.4077081666]","Bath, UK",51.3746135319,-2.4077081666
2022-09-13,Божья коровка-арлекин,1653.0,[],Harmonia axyridis,"[-3.0904450961, 52.1793610088]",,2,0,"[52.1793610088, -3.0904450961]","Mahollam Road, Kington, England, GB",52.1793610088,-3.0904450961
2022-10-24,Harlekin-Marienkäfer,129.0,[],Harmonia axyridis,"[-0.1787322082, 51.5024926393]",False,1,0,"[51.5024926393, -0.1787322082]","Kensington Gardens, London, England, GB",51.5024926393,-0.1787322082
2022-10-09,Asian Lady Beetle,156.0,[],Harmonia axyridis,"[-0.60683, 53.1827383333]",True,2,0,"[53.1827383333, -0.60683]","Tiber Road, Lincoln, England, GB",53.1827383333,-0.60683
2021-10-06,Harlekin-Marienkäfer,177.0,[],Harmonia axyridis,"[-0.7766157, 50.8513793]",False,1,0,"[50.8513793, -0.7766157]","Summersdale Rd, Chichester PO19, UK",50.8513793,-0.7766157
2018-06-09,Harlekin-Marienkäfer,2281.0,[],Harmonia axyridis,"[-0.716345, 50.847972]",False,1,0,"[50.847972, -0.716345]","Tangmere, Chichester, UK",50.847972,-0.716345
2021-10-06,Harlekin-Marienkäfer,177.0,[],Harmonia axyridis,"[-0.7766157, 50.8513793]",False,1,0,"[50.8513793, -0.7766157]","Summersdale Rd, Chichester PO19, UK",50.8513793,-0.7766157
2018-06-16,Harlekin-Marienkäfer,2281.0,[],Harmonia axyridis,"[-0.716345, 50.847972]",False,1,0,"[50.847972, -0.716345]","Tangmere, Chichester, UK",50.847972,-0.716345
2020-06-21,Asian Lady Beetle,26036.0,[],Harmonia axyridis,"[-1.0558675506, 52.5970247992]",False,2,0,"[52.5970247992, -1.0558675506]","Leicestershire, England, GB",52.5970247992,-1.0558675506
2022-04-17,Coccinelle asiatique,10.0,[],Harmonia axyridis,"[-2.0738945, 50.7960866667]",True,1,0,"[50.7960866667, -2.0738945]","High St, Wimborne, England, GB",50.7960866667,-2.0738945
2020-06-14,Harlekin-Marienkäfer,26036.0,[],Harmonia axyridis,"[-1.0338230168, 52.575059512]",False,1,0,"[52.575059512, -1.0338230168]","Leicestershire, England, GB",52.575059512,-1.0338230168
2022-10-17,Божья коровка-арлекин,61.0,[],Harmonia axyridis,"[-2.0848266812, 53.2759035241]",True,1,0,"[53.2759035241, -2.0848266812]","Cheshire East, UK",53.2759035241,-2.0848266812
2022-11-10,Божья коровка-арлекин,122.0,[],Harmonia axyridis,"[-2.3875594139, 51.3747815449]",True,1,0,"[51.3747815449, -2.3875594139]","Bath, UK",51.3747815449,-2.3875594139
2022-08-01,Asian Lady Beetle,2.0,[],Harmonia axyridis,"[-0.8209217531, 53.1042663713]",True,1,0,"[53.1042663713, -0.8209217531]","South Muskham, Newark, Nottinghamshire, UK",53.1042663713,-0.8209217531
2022-08-02,Asian Lady Beetle,2.0,[],Harmonia axyridis,"[-0.82091488, 53.1042861477]",False,2,0,"[53.1042861477, -0.82091488]","South Muskham, Newark, Nottinghamshire, UK",53.1042861477,-0.82091488
2022-08-02,Asian Lady Beetle,2.0,[],Harmonia axyridis,"[-0.8209082583, 53.1042734935]",True,1,0,"[53.1042734935, -0.8209082583]","South Muskham, Newark, Nottinghamshire, UK",53.1042734935,-0.8209082583
2022-08-02,Asian Lady Beetle,2.0,[],Harmonia axyridis,"[-0.8209256088, 53.1042620877]",True,1,0,"[53.1042620877, -0.8209256088]","South Muskham, Newark, Nottinghamshire, UK",53.1042620877,-0.8209256088
2022-08-02,Asian Lady Beetle,2.0,[],Harmonia axyridis,"[-0.8209408639, 53.104279153]",True,1,0,"[53.104279153, -0.8209408639]","South Muskham, Newark, Nottinghamshire, UK",53.104279153,-0.8209408639
2021-10-06,Asian Lady Beetle,47.0,[],Harmonia axyridis,"[-4.6130977887, 56.1290072949]",True,2,0,"[56.1290072949, -4.6130977887]","Scottish Centre for Ecology and the Natural Environment, Glasgow, Scotland, GB",56.1290072949,-4.6130977887
2022-10-30,Asian Lady Beetle,50.0,[],Harmonia axyridis,"[-3.5371138889, 50.7248055556]",False,2,0,"[50.7248055556, -3.5371138889]","Exeter, UK",50.7248055556,-3.5371138889
2017-02-24,Asian Lady Beetle,13382.0,[],Harmonia axyridis,"[-1.5490774, 53.8007554]",True,2,0,"[53.8007554, -1.5490774]","Leeds, UK",53.8007554,-1.5490774
2022-05-15,Asian Lady Beetle,98.0,[],Harmonia axyridis,"[-0.4398980846, 51.4849458297]",True,3,0,"[51.4849458297, -0.4398980846]","New Road, Hayes, England, GB",51.4849458297,-0.4398980846
2022-06-09,Божья коровка-арлекин,3.0,[],Harmonia axyridis,"[1.139747, 51.335142]",False,1,0,"[51.335142, 1.139747]","East Blean Woods, Kent, UK",51.335142,1.139747
2019-06-04,Asian Lady Beetle,,[],Harmonia axyridis,"[-0.3837721989, 51.2945277453]",False,1,0,"[51.2945277453, -0.3837721989]","Bookham Common, Surrey, England, GB",51.2945277453,-0.3837721989
2022-07-21,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[-0.2048516997, 51.4365844]",False,4,0,"[51.4365844, -0.2048516997]","Wimbledon Park, London, UK",51.4365844,-0.2048516997
2021-10-04,Harlekin-Marienkäfer,17.0,[],Harmonia axyridis,"[-2.1629885763, 52.5990345364]",True,1,0,"[52.5990345364, -2.1629885763]","Tettenhall, Wolverhampton WV6, UK",52.5990345364,-2.1629885763
2018-10-10,Harlekin-Marienkäfer,2012.0,[],Harmonia axyridis,"[-0.1047257, 51.5645784]",False,3,0,"[51.5645784, -0.1047257]","Finsbury Park, London, UK",51.5645784,-0.1047257
2021-06-07,Asian Lady Beetle,25.0,[],Harmonia axyridis,"[1.59528764, 52.74182191]",True,2,0,"[52.74182191, 1.59528764]","Norfolk, England, United Kingdom",52.74182191,1.59528764
2018-11-05,Coccinelle asiatique,10.0,[],Harmonia axyridis,"[-0.118575, 51.9441111111]",True,2,0,"[51.9441111111, -0.118575]","Hertfordshire, UK",51.9441111111,-0.118575
2022-10-22,Coccinelle asiatique,521.0,[],Harmonia axyridis,"[-2.4277048, 52.778955]",False,2,0,"[52.778955, -2.4277048]","Edgmond, Newport TF10 8NB, UK",52.778955,-2.4277048
2022-06-05,Asian Lady Beetle,169.0,[],Harmonia axyridis,"[-0.7885692364, 50.8514232209]",True,1,0,"[50.8514232209, -0.7885692364]","Chichester, UK",50.8514232209,-0.7885692364
2022-05-22,Harlekin-Marienkäfer,252.0,[],Harmonia axyridis,"[-0.7168525493, 50.8428786537]",False,1,0,"[50.8428786537, -0.7168525493]","Tangmere, Chichester, UK",50.8428786537,-0.7168525493
2021-11-06,Asian Lady Beetle,203.0,[],Harmonia axyridis,"[-0.771591, 50.907212]",False,1,0,"[50.907212, -0.771591]","West Dean, Chichester, West Sussex PO18 0RX, UK",50.907212,-0.771591
2021-10-06,Harlequin Ladybird,,[],Harmonia axyridis,"[-0.7817416111, 50.854775]",False,0,0,"[50.854775, -0.7817416111]","Chichester, UK",50.854775,-0.7817416111
2021-09-11,Harlekin-Marienkäfer,146.0,[],Harmonia axyridis,"[-0.7184035, 50.8380559]",False,1,0,"[50.8380559, -0.7184035]","36 Highfield Ln, Oving, Chichester PO20 2DL, UK",50.8380559,-0.7184035
2021-10-12,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[-0.7154772281, 54.2366294858]",True,1,0,"[54.2366294858, -0.7154772281]","Thornton Dale, Pickering YO18 7QH, Regno Unito",54.2366294858,-0.7154772281
2022-07-04,Asian Lady Beetle,5.0,[],Harmonia axyridis,"[-2.1835578606, 52.5858503138]",False,1,0,"[52.5858503138, -2.1835578606]","Wolverhampton WV6, UK",52.5858503138,-2.1835578606
2021-07-19,Harlekin-Marienkäfer,11.0,[],Harmonia axyridis,"[-0.1181166667, 51.9442033333]",False,1,0,"[51.9442033333, -0.1181166667]","Newell Lane, Stevenage, England, GB",51.9442033333,-0.1181166667
2017-05-17,Asian Lady Beetle,5.0,[],Harmonia axyridis,"[-2.3990694444, 53.3838888889]",True,2,0,"[53.3838888889, -2.3990694444]","Greater Manchester, UK",53.3838888889,-2.3990694444
2022-12-28,Harlekin-Marienkäfer,2.0,[],Harmonia axyridis,"[-2.7825033167, 53.72620825]",True,2,0,"[53.72620825, -2.7825033167]","Longton, Preston PR4, UK",53.72620825,-2.7825033167
2022-12-28,Asian Lady Beetle,1.0,[],Harmonia axyridis,"[-2.7825087667, 53.7262095333]",True,1,0,"[53.7262095333, -2.7825087667]","Longton, Preston PR4, UK",53.7262095333,-2.7825087667
2019-04-16,Asian Lady Beetle,5.0,[],Harmonia axyridis,"[-0.2934388889, 51.4428972222]",,2,0,"[51.4428972222, -0.2934388889]","Richmond, UK",51.4428972222,-0.2934388889
2022-10-11,Asian Lady Beetle,27.0,[],Harmonia axyridis,"[-1.7966083333, 54.9639138889]",False,1,0,"[54.9639138889, -1.7966083333]","Tyne and Wear, UK",54.9639138889,-1.7966083333
2018-06-23,Asian Lady Beetle,176.0,[],Harmonia axyridis,"[-0.1051380377, 51.5590338119]",False,1,0,"[51.5590338119, -0.1051380377]","London, UK",51.5590338119,-0.1051380377
2018-06-23,Asian Lady Beetle,93.0,[],Harmonia axyridis,"[-0.1059748768, 51.5593139669]",False,2,0,"[51.5593139669, -0.1059748768]","London, UK",51.5593139669,-0.1059748768
2022-12-30,Harlekin-Marienkäfer,45.0,[],Harmonia axyridis,"[-1.9848765805, 52.4893238039]",True,1,0,"[52.4893238039, -1.9848765805]","Quinton, UK",52.4893238039,-1.9848765805
2021-10-09,Harlekin-Marienkäfer,4.0,[],Harmonia axyridis,"[-2.9999, 53.0429166667]",True,1,0,"[53.0429166667, -2.9999]","Bellevue Park, Wrexham, Wales, GB",53.0429166667,-2.9999
2021-10-17,Harmonia axyridis,,[],Harmonia axyridis,"[-1.4433, 50.9725]",False,0,0,"[50.9725, -1.4433]","Bracken Close, North Baddesley, England",50.9725,-1.4433
2022-12-27,Harlekin-Marienkäfer,31.0,[],Harmonia axyridis,"[-0.0657636151, 51.5071716309]",True,4,1,"[51.5071716309, -0.0657636151]",London,51.5071716309,-0.0657636151
2022-12-24,Asian Lady Beetle,17.0,[],Harmonia axyridis,"[-2.8246443719, 51.3830471253]",True,2,0,"[51.3830471253, -2.8246443719]","Rectory Farm/Chescombe Rd, Yatton, Bristol BS49 4EU, UK",51.3830471253,-2.8246443719
2020-05-25,Harlekinkatica,26036.0,[],Harmonia axyridis,"[-1.1928325681, 52.5692964529]",False,1,0,"[52.5692964529, -1.1928325681]","Leicestershire, England, GB",52.5692964529,-1.1928325681
2022-04-16,Asian Lady Beetle,25844.0,[],Harmonia axyridis,"[-2.6483532851, 53.6816737471]",,2,0,"[53.6816737471, -2.6483532851]","Lancashire, England, GB",53.6816737471,-2.6483532851
2019-05-29,Asian Lady Beetle,2281.0,[],Harmonia axyridis,"[-0.716345, 50.847972]",False,1,0,"[50.847972, -0.716345]","Tangmere, Chichester, UK",50.847972,-0.716345
2018-07-03,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[-0.79, 50.8425]",False,1,0,"[50.8425, -0.79]","Chichester, UK",50.8425,-0.79
2018-07-03,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[-0.7897222222, 50.8425]",False,1,0,"[50.8425, -0.7897222222]","Chichester, UK",50.8425,-0.7897222222
2022-12-22,Asian Lady Beetle,6.0,[],Harmonia axyridis,"[-0.79693487, 51.61659958]",,2,0,"[51.61659958, -0.79693487]","Limmer Close Ho/Booker Common, High Wycombe HP12 4QZ, UK",51.61659958,-0.79693487
2022-12-22,Harlekin-Marienkäfer,20.0,[],Harmonia axyridis,"[-0.1753173, 51.4909859]",False,3,0,"[51.4909859, -0.1753173]","South Kensington, London SW3 6RS, UK",51.4909859,-0.1753173
2020-05-20,Asian Lady Beetle,26036.0,[],Harmonia axyridis,"[-1.0791460611, 52.442009708]",False,1,0,"[52.442009708, -1.0791460611]","Leicestershire, England, GB",52.442009708,-1.0791460611
2018-06-08,Harlekin-Marienkäfer,57.0,[],Harmonia axyridis,"[-0.7182088973, 50.8387898941]",False,1,0,"[50.8387898941, -0.7182088973]","Oving, Chichester PO20, UK",50.8387898941,-0.7182088973
2022-12-21,Asian Lady Beetle,24.0,[],Harmonia axyridis,"[-4.1011168756, 50.3211540122]",False,1,0,"[50.3211540122, -4.1011168756]",PL90AY,50.3211540122,-4.1011168756
2022-06-12,Asian Lady Beetle,10.0,[],Harmonia axyridis,"[0.310364, 51.160416]",False,2,0,"[51.160416, 0.310364]","Pembury Walks, Pembury",51.160416,0.310364
2022-12-01,Asian Lady Beetle,40.0,[],Harmonia axyridis,"[-6.257176213, 53.336717338]",False,2,0,"[53.336717338, -6.257176213]","Dublin City, Co. Dublin, Ireland",53.336717338,-6.257176213
2022-12-01,Asian Lady Beetle,37.0,[],Harmonia axyridis,"[-6.2569254264, 53.3369027201]",False,2,0,"[53.3369027201, -6.2569254264]","Stephen's Green East, Dublin, Co. Dublin, Ireland",53.3369027201,-6.2569254264
2022-06-02,Asian Lady Beetle,10.0,[],Harmonia axyridis,"[0.357959, 51.155144]",False,1,0,"[51.155144, 0.357959]","Cinderhill Wood Nature Reserve, Matfield",51.155144,0.357959
2021-07-25,Asian Lady Beetle,8.0,[],Harmonia axyridis,"[-2.872407775, 53.1323550823]",True,2,0,"[53.1323550823, -2.872407775]","Cheshire West and Chester, UK",53.1323550823,-2.872407775
2021-07-25,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[-2.8747222222, 53.1305555556]",False,3,0,"[53.1305555556, -2.8747222222]","Cheshire West and Chester, UK",53.1305555556,-2.8747222222
2022-05-27,Harlekin-Marienkäfer,10.0,[],Harmonia axyridis,"[0.182396, 51.144374]",False,1,0,"[51.144374, 0.182396]","Footpath from Fordcombe to Spring Hill, Fordcombe",51.144374,0.182396
2022-12-09,Asian Lady Beetle,292.0,[],Harmonia axyridis,"[-2.5758175179, 51.5410998862]",False,2,0,"[51.5410998862, -2.5758175179]","Bristol BS32 4RT, UK",51.5410998862,-2.5758175179
2022-12-10,Harlekin-Marienkäfer,16.0,[],Harmonia axyridis,"[-3.8834216667, 51.6626583333]",True,1,0,"[51.6626583333, -3.8834216667]","Peniel Green Road, Swansea, Wales, GB",51.6626583333,-3.8834216667
2017-05-04,Asian Lady Beetle,8.0,[],Harmonia axyridis,"[0.5040765115, 50.8745221984]",True,1,0,"[50.8745221984, 0.5040765115]","Quarry Wood, Crowhurst, East Sussex, UK",50.8745221984,0.5040765115
2022-12-08,Harlekin-Marienkäfer,73.0,[],Harmonia axyridis,"[-2.0180861667, 53.958795]",True,2,0,"[53.958795, -2.0180861667]","Keighley Road, Skipton, England, GB",53.958795,-2.0180861667
2022-10-14,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[-1.5643903997, 55.0189548997]",,2,0,"[55.0189548997, -1.5643903997]","Newcastle upon Tyne NE12, UK",55.0189548997,-1.5643903997
2022-12-06,Harlekin-Marienkäfer,34.0,[],Harmonia axyridis,"[-3.4032885981, 50.6247882134]",False,1,0,"[50.6247882134, -3.4032885981]","Phear Park, Exmouth, England, GB",50.6247882134,-3.4032885981
2022-12-06,Harlekin-Marienkäfer,12.0,[],Harmonia axyridis,"[-1.694775, 55.1596055]",True,1,0,"[55.1596055, -1.694775]","Holly Ave, Morpeth, England, GB",55.1596055,-1.694775
2022-05-14,Harlekin-Marienkäfer,10.0,[],Harmonia axyridis,"[0.282361, 51.116775]",False,2,0,"[51.116775, 0.282361]","Footpath from Tuttys Farm to Windmill Farm, Tunbridge Wells",51.116775,0.282361
2022-12-04,Coccinella Arlecchino,48.0,[],Harmonia axyridis,"[-0.3722759653, 53.7515358055]",,2,0,"[53.7515358055, -0.3722759653]","adj Chanterlands Avenue, Hull, UK",53.7515358055,-0.3722759653
2022-12-04,Coccinella Arlecchino,51.0,[],Harmonia axyridis,"[-0.3717845, 53.7508743]",,2,0,"[53.7508743, -0.3717845]","Chanterlands Avenue, Hull HU3 1LE, UK",53.7508743,-0.3717845
2022-12-04,Asian Lady Beetle,7.0,[],Harmonia axyridis,"[-0.3723518563, 53.7515747546]",False,2,0,"[53.7515747546, -0.3723518563]","adj Chanterlands Avenue, Hull, UK",53.7515747546,-0.3723518563
2022-12-02,Harlekin-Marienkäfer,2.0,[],Harmonia axyridis,"[-0.8208966074, 53.1042578921]",True,1,0,"[53.1042578921, -0.8208966074]","South Muskham, Newark, Nottinghamshire, UK",53.1042578921,-0.8208966074
2022-12-02,Asian Lady Beetle,25876.0,[],Harmonia axyridis,"[-3.0200901688, 53.5507555607]",False,3,0,"[53.5507555607, -3.0200901688]","England, GB",53.5507555607,-3.0200901688
2022-06-27,Coccinelle asiatique,15.0,[],Harmonia axyridis,"[-0.2699054304, 51.3891805409]",False,1,0,"[51.3891805409, -0.2699054304]","Surbiton, UK",51.3891805409,-0.2699054304
2022-06-27,Harlekin-Marienkäfer,122.0,[],Harmonia axyridis,"[-0.2732916826, 51.3932459874]",False,1,0,"[51.3932459874, -0.2732916826]","Surbiton, UK",51.3932459874,-0.2732916826
2022-08-30,Harlekin-Marienkäfer,8.0,[],Harmonia axyridis,"[-2.0788633337, 53.3569472563]",True,1,0,"[53.3569472563, -2.0788633337]","Cheshire East, UK",53.3569472563,-2.0788633337
2022-12-01,Harlekin-Marienkäfer,26.0,[],Harmonia axyridis,"[-3.3114270248, 54.6292640782]",False,2,0,"[54.6292640782, -3.3114270248]","Lake District National Park, Cockermouth, England, GB",54.6292640782,-3.3114270248
2022-12-01,Asian Lady Beetle,91.0,[],Harmonia axyridis,"[-0.5551945495, 53.2272156478]",True,1,0,"[53.2272156478, -0.5551945495]","University of Lincoln, Lincoln, England, GB",53.2272156478,-0.5551945495
2022-11-30,Asian Lady Beetle,,[],Harmonia axyridis,"[-0.00295, 51.4830055556]",True,1,0,"[51.4830055556, -0.00295]","Greenwich, London, UK",51.4830055556,-0.00295
2021-11-17,Asian Lady Beetle,42.0,[],Harmonia axyridis,"[-0.3122786326, 51.2491810031]",True,1,0,"[51.2491810031, -0.3122786326]","Surrey, UK",51.2491810031,-0.3122786326
2022-11-30,Asian Lady Beetle,,[],Harmonia axyridis,"[-4.1369361111, 50.37565]",False,2,0,"[50.37565, -4.1369361111]","Plymouth PL4 8ER, UK",50.37565,-4.1369361111
2022-05-08,Harlekin-Marienkäfer,10.0,[],Harmonia axyridis,"[0.232106, 51.178884]",False,1,0,"[51.178884, 0.232106]","Footpath from Haysden Lane to Fosters Farm, Upper Haysden",51.178884,0.232106
2022-11-29,Harlequin Ladybird,26196.0,[],Harmonia axyridis,"[-0.1580001375, 51.4313941687]",False,1,0,"[51.4313941687, -0.1580001375]","England, GB",51.4313941687,-0.1580001375
2022-11-30,Harlekin-Marienkäfer,25844.0,[],Harmonia axyridis,"[-1.598693199, 53.7942658912]",False,2,0,"[53.7942658912, -1.598693199]","West Yorkshire, England, GB",53.7942658912,-1.598693199
2022-08-04,Asian Lady Beetle,12.0,[],Harmonia axyridis,"[-1.4208352793, 55.0170431093]",,2,0,"[55.0170431093, -1.4208352793]","Tyne and Wear, England, GB",55.0170431093,-1.4208352793
2022-10-31,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[-1.5916666667, 54.7794444444]",,2,0,"[54.7794444444, -1.5916666667]","Durham, UK",54.7794444444,-1.5916666667
2022-11-13,Asian Lady Beetle,11.0,[],Harmonia axyridis,"[1.389407, 51.261993]",False,1,0,"[51.261993, 1.389407]","Sandwich Bay, Kent, UK",51.261993,1.389407
2022-05-05,Asian Lady Beetle,10.0,[],Harmonia axyridis,"[0.188994, 51.080019]",False,1,0,"[51.080019, 0.188994]","Crooked Wood, Boarshead",51.080019,0.188994
2022-05-05,Asian Lady Beetle,10.0,[],Harmonia axyridis,"[0.211736, 51.074797]",False,1,0,"[51.074797, 0.211736]","Footpath from Stitches Farm to Sandhill Lane, Eridge",51.074797,0.211736
2022-04-24,Asian Lady Beetle,10.0,[],Harmonia axyridis,"[0.311954, 51.164379]",False,1,0,"[51.164379, 0.311954]","Pembury Walks, Pembury",51.164379,0.311954
2022-04-24,Asian Lady Beetle,10.0,[],Harmonia axyridis,"[0.311714, 51.165044]",False,1,0,"[51.165044, 0.311714]","Pembury Walks, Pembury",51.165044,0.311714
2022-10-15,Asian Lady Beetle,4.0,[],Harmonia axyridis,"[-1.9201016176, 53.2716719085]",False,2,0,"[53.2716719085, -1.9201016176]","Derbyshire, UK",53.2716719085,-1.9201016176
2022-04-16,Asian Lady Beetle,10.0,[],Harmonia axyridis,"[0.331132, 51.156236]",False,1,0,"[51.156236, 0.331132]","Downingbury Farm, Pembury",51.156236,0.331132
2022-04-09,Asian Lady Beetle,10.0,[],Harmonia axyridis,"[0.230599, 51.157773]",False,1,0,"[51.157773, 0.230599]","Footpath from Scriventon to Frank's Hollow Road, Speldhurst",51.157773,0.230599
2022-04-09,Asian Lady Beetle,10.0,[],Harmonia axyridis,"[0.204283, 51.156015]",False,1,0,"[51.156015, 0.204283]","Footpath from Poundsbridge to Barden Road, Poundsbridge",51.156015,0.204283
2022-04-09,Божья коровка-арлекин,10.0,[],Harmonia axyridis,"[0.177192, 51.147063]",False,1,0,"[51.147063, 0.177192]","Footpath from Fordcombe to Spring Hill, Fordcombe",51.147063,0.177192
2022-11-25,Harlekin-Marienkäfer,,[],Harmonia axyridis,"[1.078456, 52.050859]",True,1,0,"[52.050859, 1.078456]","Sproughton, Ipswich IP8 3EL, UK",52.050859,1.078456
2022-11-26,Harlekin-Marienkäfer,22.0,[],Harmonia axyridis,"[1.135510683, 51.2303489993]",True,1,0,"[51.2303489993, 1.135510683]","The Street, Canterbury, England, GB",51.2303489993,1.135510683
